Date,Comment,CF,SPAN,REP_RATE,POWER,Sens,Res,Interval,SAMPLINGS_NUMBER,1400,1400.4,1400.8,1401.2,1401.6,1402,1402.4,1402.8,1403.2,1403.6,1404,1404.4,1404.8,1405.2,1405.6,1406,1406.4,1406.8,1407.2,1407.6,1408,1408.4,1408.8,1409.2,1409.6,1410,1410.4,1410.8,1411.2,1411.6,1412,1412.4,1412.8,1413.2,1413.6,1414,1414.4,1414.8,1415.2,1415.6,1416,1416.4,1416.8,1417.2,1417.6,1418,1418.4,1418.8,1419.2,1419.6,1420,1420.4,1420.8,1421.2,1421.6,1422,1422.4,1422.8,1423.2,1423.6,1424,1424.4,1424.8,1425.2,1425.6,1426,1426.4,1426.8,1427.2,1427.6,1428,1428.4,1428.8,1429.2,1429.6,1430,1430.4,1430.8,1431.2,1431.6,1432,1432.4,1432.8,1433.2,1433.6,1434,1434.4,1434.8,1435.2,1435.6,1436,1436.4,1436.8,1437.2,1437.6,1438,1438.4,1438.8,1439.2,1439.6,1440,1440.4,1440.8,1441.2,1441.6,1442,1442.4,1442.8,1443.2,1443.6,1444,1444.4,1444.8,1445.2,1445.6,1446,1446.4,1446.8,1447.2,1447.6,1448,1448.4,1448.8,1449.2,1449.6,1450,1450.4,1450.8,1451.2,1451.6,1452,1452.4,1452.8,1453.2,1453.6,1454,1454.4,1454.8,1455.2,1455.6,1456,1456.4,1456.8,1457.2,1457.6,1458,1458.4,1458.8,1459.2,1459.6,1460,1460.4,1460.8,1461.2,1461.6,1462,1462.4,1462.8,1463.2,1463.6,1464,1464.4,1464.8,1465.2,1465.6,1466,1466.4,1466.8,1467.2,1467.6,1468,1468.4,1468.8,1469.2,1469.6,1470,1470.4,1470.8,1471.2,1471.6,1472,1472.4,1472.8,1473.2,1473.6,1474,1474.4,1474.8,1475.2,1475.6,1476,1476.4,1476.8,1477.2,1477.6,1478,1478.4,1478.8,1479.2,1479.6,1480,1480.4,1480.8,1481.2,1481.6,1482,1482.4,1482.8,1483.2,1483.6,1484,1484.4,1484.8,1485.2,1485.6,1486,1486.4,1486.8,1487.2,1487.6,1488,1488.4,1488.8,1489.2,1489.6,1490,1490.4,1490.8,1491.2,1491.6,1492,1492.4,1492.8,1493.2,1493.6,1494,1494.4,1494.8,1495.2,1495.6,1496,1496.4,1496.8,1497.2,1497.6,1498,1498.4,1498.8,1499.2,1499.6,1500,1500.4,1500.8,1501.2,1501.6,1502,1502.4,1502.8,1503.2,1503.6,1504,1504.4,1504.8,1505.2,1505.6,1506,1506.4,1506.8,1507.2,1507.6,1508,1508.4,1508.8,1509.2,1509.6,1510,1510.4,1510.8,1511.2,1511.6,1512,1512.4,1512.8,1513.2,1513.6,1514,1514.4,1514.8,1515.2,1515.6,1516,1516.4,1516.8,1517.2,1517.6,1518,1518.4,1518.8,1519.2,1519.6,1520,1520.4,1520.8,1521.2,1521.6,1522,1522.4,1522.8,1523.2,1523.6,1524,1524.4,1524.8,1525.2,1525.6,1526,1526.4,1526.8,1527.2,1527.6,1528,1528.4,1528.8,1529.2,1529.6,1530,1530.4,1530.8,1531.2,1531.6,1532,1532.4,1532.8,1533.2,1533.6,1534,1534.4,1534.8,1535.2,1535.6,1536,1536.4,1536.8,1537.2,1537.6,1538,1538.4,1538.8,1539.2,1539.6,1540,1540.4,1540.8,1541.2,1541.6,1542,1542.4,1542.8,1543.2,1543.6,1544,1544.4,1544.8,1545.2,1545.6,1546,1546.4,1546.8,1547.2,1547.6,1548,1548.4,1548.8,1549.2,1549.6,1550,1550.4,1550.8,1551.2,1551.6,1552,1552.4,1552.8,1553.2,1553.6,1554,1554.4,1554.8,1555.2,1555.6,1556,1556.4,1556.8,1557.2,1557.6,1558,1558.4,1558.8,1559.2,1559.6,1560,1560.4,1560.8,1561.2,1561.6,1562,1562.4,1562.8,1563.2,1563.6,1564,1564.4,1564.8,1565.2,1565.6,1566,1566.4,1566.8,1567.2,1567.6,1568,1568.4,1568.8,1569.2,1569.6,1570,1570.4,1570.8,1571.2,1571.6,1572,1572.4,1572.8,1573.2,1573.6,1574,1574.4,1574.8,1575.2,1575.6,1576,1576.4,1576.8,1577.2,1577.6,1578,1578.4,1578.8,1579.2,1579.6,1580,1580.4,1580.8,1581.2,1581.6,1582,1582.4,1582.8,1583.2,1583.6,1584,1584.4,1584.8,1585.2,1585.6,1586,1586.4,1586.8,1587.2,1587.6,1588,1588.4,1588.8,1589.2,1589.6,1590,1590.4,1590.8,1591.2,1591.6,1592,1592.4,1592.8,1593.2,1593.6,1594,1594.4,1594.8,1595.2,1595.6,1596,1596.4,1596.8,1597.2,1597.6,1598,1598.4,1598.8,1599.2,1599.6,1600
2023_06_29_00_00_00_154722,,1500,200,78.56MHz,6,HIGH3,2nm <1.643nm>,0,1,-86.34192370339716,-86.37438365630469,-86.40733570364443,-86.44073804385211,-86.47454476457877,-86.5087055557354,-86.54316548400395,-86.57786484424152,-86.6127390998399,-86.6477189187278,-86.6827303057444,-86.71769482671077,-86.75252991521688,-86.78714925000303,-86.82146318872763,-86.8553792426905,-86.88880257644587,-86.92163651588696,-86.95378304822292,-86.98514329764353,-87.01561796209842,-87.04510770035296,-87.07351346496166,-87.10073678593758,-87.12668002038382,-87.15124659291169,-87.17434125830958,-87.1958704207007,-87.21574254170585,-87.23386866306754,-87.25016305684743,-87.26454400072792,-87.27693466058646,-87.28726405068939,-87.29546803558902,-87.30149033705044,-87.30528351194023,-87.30680987012462,-87.3060423034196,-87.30296499781285,-87.29757400292084,-87.28987763631363,-87.27989670665134,-87.26766454837122,-87.25322687097423,-87.2366414362671,-87.2179775854583,-87.19731564315931,-87.17474622610736,-87.1503694807297,-87.12429426635373,-87.0966372915318,-87.06752220171289,-87.03707860964155,-87.00544105736732,-86.97274790151812,-86.93914012068021,-86.9047600529501,-86.86975008023201,-86.83425128144896,-86.79840207826382,-86.76233689429242,-86.7261848436872,-86.6900684596147,-86.65410246966005,-86.61839262493815,-86.58303459243864,-86.54811292382405,-86.51370011597957,-86.47985577775516,-86.44662591414406,-86.41404233560444,-86.38212219848323,-86.35086768350136,-86.320265822343,-86.290288485841,-86.26089254932022,-86.23202025039426,-86.20359975176959,-86.17554591668782,-86.14776129810917,-86.12013733536553,-86.09255574444074,-86.06489008075692,-86.03700744685477,-86.00877031222,-85.98003840945023,-85.9506706707548,-85.92052717161683,-85.88947105332211,-85.85737040122952,-85.82410005987924,-85.78954336948215,-85.7535938122966,-85.71615656303719,-85.67714994446413,-85.63650679549528,-85.59417576157406,-85.55012251384733,-85.50433089572996,-85.45680398544108,-85.40756505427436,-85.35665839491114,-85.30414999251364,-85.25012801258404,-85.19470308201781,-85.13800834240946,-85.0801992573721,-85.02145315863109,-84.96196851904892,-84.90196394461067,-84.8416768821041,-84.78136204541528,-84.72128957148219,-84.66174292667472,-84.60301659470719,-84.54541358708384,-84.48924282551855,-84.43481645148088,-84.38244711974613,-84.33244533012105,-84.28511684505236,-84.2407602320699,-84.19966456085065,-84.16210727704018,-84.12835227017209,-84.09864815123187,-84.07322675559989,-84.05230188759818,-84.03606832201241,-84.02470107480246,-84.0183549496058,-84.01716435885467,-84.02124340889874,-84.03068622834918,-84.0455675090991,-84.06594322129409,-84.09185145788246,-84.1233133617641,-84.16033408902736,-84.20290376521434,-84.2509983976955,-84.30458071517008,-84.36360091363956,-84.4279972959364,-84.49769679920678,-84.57261541264171,-84.65265849694387,-84.73772102685842,-84.82768778629402,-84.92243354933667,-85.02182327851038,-85.12571236506096,-85.23394692745174,-85.34636417616895,-85.4627928464661,-85.58305369527125,-85.70696005296105,-85.83431841489067,-85.96492905269417,-86.09858662304532,-86.23508075261735,-86.3741965821496,-86.5157152589992,-86.65941437550433,-86.80506835910951,-86.95244882843576,-87.1013249360317,-87.25146372251504,-87.4026305081629,-87.55458934733892,-87.70710356899525,-87.85993642289733,-88.01285184615432,-88.16561535885164,-88.31799509279388,-88.46976295526513,-88.6206959306052,-88.77057752458948,-88.91919935727286,-89.06636290703241,-89.21188140193618,-89.35558184601982,-89.49730716005679,-89.6369184109979,-89.774297102323,-89.90934749865264,-90.04199896045382,-90.17220826618694,-90.29996189784426,-90.42527826095044,-90.54820980228865,-90.66884497874436,-90.78731001982956,-90.90377041659376,-91.01843206305998,-91.1315419741392,-91.24338850521495,-91.35430100145176,-91.46464880849035,-91.57483958110197,-91.68531683411523,-91.79655669233381,-91.90906381403634,-92.023366484559,-92.14001089939283,-92.25955467779066,-92.38255966771129,-92.50958412222587,-92.64117434731752,-92.77785594065202,-92.92012475797438,-93.06843775583005,-93.22320386547221,-93.38477505404407,-93.55343772709345,-93.72940462250278,-93.91280734040849,-94.10368964610993,-94.30200167227184,-94.50759513213264,-94.72021963715949,-94.9395201919063,-95.16503591737026,-95.39620003319482,-95.63234110962487,-95.87268558335839,-96.11636151813784,-96.36240358028161,-96.60975918943562,-96.85729579454558,-97.10380921480078,-97.34803297544634,-97.58864855809117,-97.82429647330527,-98.05358804964794,-98.27511781845135,-98.487476359016,-98.6892634569325,-98.87910142267391,-99.0556484202428,-99.21761166453301,-99.36376035805328,-99.49293825078803,-99.60407571851538,-99.69620126162329,-99.76845232851043,-99.82008536785308,-99.85048501256148,-99.85917229199086,-99.8458117561013,-99.81021737754949,-99.75235707757942,-99.67235569933678,-99.5704962276706,-99.44721903279743,-99.3031189169867,-99.13893980623384,-98.95556707295682,-98.75401765917675,-98.535428311812,-98.30104230112698,-98.05219499116073,-97.79029860457699,-97.51682649274878,-97.23329718915473,-96.94125849091574,-96.64227178028975,-96.33789676643465,-96.02967679930612,-95.71912488348039,-95.40771050047175,-95.09684733364907,-94.78788197996771,-94.48208372665268,-94.18063546646879,-93.88462581923913,-93.59504251778158,-93.31276710332142,-93.03857095984502,-92.77311270008242,-92.51693689886629,-92.27047415302792,-92.03404243053384,-91.80784965462223,-91.59199745123674,-91.3864859711051,-91.19121968286458,-91.00601402182704,-90.83060277085109,-90.66464604551868,-90.50773875536424,-90.35941941594648,-90.2191791921682,-90.08647105979598,-89.96071897769724,-89.84132696655183,-89.72768799042844,-89.61919253643823,-89.51523678649964,-89.4152302767057,-89.31860294668203,-89.22481149552809,-89.1333449819508,-89.04372963048485,-88.95553282856214,-88.86836631793891,-88.78188859863285,-88.69580657520477,-88.6098764848835,-88.523904154896,-88.43774464185601,-88.35130130875048,-88.26452439575719,-88.17740914146682,-88.08999351193908,-88.00235559557628,-87.91461072020888,-87.82690834393435,-87.73942876401195,-87.65237968097571,-87.56599265040745,-87.48051945311357,-87.3962284145683,-87.31340070475537,-87.2323266490851,-87.15330207978151,-87.07662475500088,-87.00259086996884,-86.93149168111199,-86.86361026158451,-86.79921840580788,-86.73857370199383,-86.68191679444452,-86.62946886026238,-86.58142932630952,-86.53797385066784,-86.49925258820059,-86.46538875269655,-86.43647747965578,-86.41258498551949,-86.39374801257333,-86.37997354490221,-86.37123877956559,-86.36749133752394,-86.36864969992696,-86.37460385733554,-86.38521616251552,-86.40032238066975,-86.41973293278625,-86.44323432734787,-86.47059077330954,-86.50154596375474,-86.53582501535455,-86.57313654368869,-86.61317484916911,-86.6556221841969,-86.70015107085779,-86.74642664032157,-86.79410896913957,-86.84285539233655,-86.8923227773677,-86.94216974567411,-86.99205882894782,-87.04165854536964,-87.09064537838427,-87.13870563928566,-87.18553719697596,-87.23085106423932,-87.27437283850423,-87.31584400410138,-87.35502311020979,-87.39168684239851,-87.42563100518841,-87.45667142877393,-87.48464480648668,-87.50940946270681,-87.53084604501638,-87.54885812962966,-87.56337272524574,-87.57434065756166,-87.58173681538753,-87.58556024004058,-87.58583404200066,-87.58260513143522,-87.57594375085402,-87.56594279821904,-87.55271692771879,-87.53640141444349,-87.51715077030693,-87.49513710352755,-87.47054822322849,-87.44358550282095,-87.4144615284704,-87.38339757041022,-87.35062092488943,-87.3163621835687,-87.28085249456466,-87.24432088257505,-87.20699169220858,-87.16908220929189,-87.13080050301758,-87.09234352106702,-87.05389546173053,-87.0156264405094,-86.97769146170101,-86.9402296965465,-86.90336405842571,-86.86720105363155,-86.83183087603757,-86.79732770832379,-86.7637501929416,-86.73114204205807,-86.69953276459574,-86.66893849675337,-86.63936292792536,-86.61079831677188,-86.58322659338896,-86.55662054361417,-86.53094507031363,-86.50615852404185,-86.48221409221003,-86.45906123222528,-86.43664712979285,-86.41491815821385,-86.39382130813854,-86.37330555121184,-86.35332309768914,-86.33383050931387,-86.31478963475166,-86.29616834423963,-86.27794105090624,-86.26008901680228,-86.24260045074563,-86.22547041181717,-86.20870053677548,-86.1922986123876,-86.17627801533384,-86.16065704327275,-86.1454581609386,-86.13070718487889,-86.11643242986798,-86.10266383926809,-86.08943212031492,-86.07676790313036,-86.06470093969526,-86.0532593572681,-86.04246898038419,-86.03235273562208,-86.02293015201272,-86.0142169664176,-86.00622483804761,-85.99896117066021,-85.99242903522283,-85.98662717967689,-85.98155010624103,-85.97718819219403,-85.97352782961535,-85.9705515646522,-85.96823822722207,-85.96656305524571,-85.96549782966488,-85.96501104374887,-85.96506813019207,-85.96563176256313,-85.96666223699823,-85.96811793011841,-85.96995582259441,-85.97213207362354,-85.97460262724118,-85.97732382606812,-85.98025300366419,-85.98334902540095,-85.98657275024136,-85.98988739111833,-85.99325875894702,-85.99665538486065,-86.0000485272342,-86.00341208292974,-86.0067224323239,-86.00995825158624,-86.01310032294134,-86.01613136705781,-86.01903591462606,-86.02180022836193,-86.02441228222838,-86.02686180071281,-86.02914035576127,-86.03124151071879,-86.03316098978142,-86.03489684166438,-86.03644956231808,-86.03782214613135,-86.03902004623414,-86.0400510372699,-86.04092498430066,-86.04165352899679,-86.04224971075416,-86.04272754611424,-86.04310159260996,-86.04338652107548
