Date,Comment,CF,SPAN,REP_RATE,POWER,Sens,Res,Interval,SAMPLINGS_NUMBER,188.2367,188.7057,189.1734,189.6398,190.1049,190.5688,191.0313,191.4927,191.9528,192.4118,192.8695,193.3261,193.7815,194.2358,194.6889,195.1409,195.5918,196.0416,196.4904,196.9381,197.3848,197.8304,198.275,198.7186,199.1612,199.6029,200.0436,200.4833,200.9221,201.36,201.797,202.2331,202.6683,203.1026,203.5361,203.9688,204.4006,204.8316,205.2618,205.6913,206.1199,206.5478,206.9749,207.4013,207.8269,208.2519,208.6761,209.0997,209.5226,209.9448,210.3663,210.7872,211.2075,211.6271,212.0462,212.4646,212.8825,213.2998,213.7165,214.1327,214.5483,214.9634,215.3779,215.792,216.2056,216.6186,217.0312,217.4433,217.855,218.2662,218.677,219.0873,219.4973,219.9068,220.3159,220.7247,221.133,221.541,221.9486,222.3559,222.7628,223.1694,223.5757,223.9817,224.3873,224.7927,225.1978,225.6026,226.0071,226.4114,226.8154,227.2191,227.6226,228.0259,228.429,228.8319,229.2345,229.637,230.0393,230.4414,230.8433,231.245,231.6466,232.0481,232.4494,232.8505,233.2515,233.6524,234.0532,234.4539,234.8545,235.255,235.6554,236.0557,236.4559,236.8561,237.2562,237.6562,238.0562,238.4562,238.8561,239.256,239.6558,240.0556,240.4554,240.8553,241.255,241.6548,242.0546,242.4545,242.8543,243.2541,243.654,244.0539,244.4539,244.8538,245.2539,245.6539,246.0541,246.4543,246.8545,247.2548,247.6552,248.0557,248.4562,248.8569,249.2576,249.6584,250.0593,250.4603,250.8614,251.2626,251.6639,252.0653,252.4669,252.8685,253.2703,253.6722,254.0742,254.4764,254.8786,255.2811,255.6836,256.0863,256.4891,256.8921,257.2953,257.6985,258.1019,258.5055,258.9092,259.3131,259.7172,260.1214,260.5257,260.9302,261.3349,261.7398,262.1448,262.5499,262.9553,263.3608,263.7665,264.1723,264.5783,264.9845,265.3909,265.7974,266.2041,266.611,267.0181,267.4253,267.8327,268.2403,268.648,269.0559,269.464,269.8723,270.2807,270.6893,271.0981,271.507,271.9161,272.3254,272.7348,273.1444,273.5542,273.9641,274.3742,274.7845,275.1949,275.6055,276.0162,276.4271,276.8381,277.2493,277.6606,278.0721,278.4837,278.8955,279.3074,279.7194,280.1316,280.5439,280.9563,281.3689,281.7816,282.1944,282.6073,283.0203,283.4335,283.8467,284.2601,284.6736,285.0871,285.5008,285.9145,286.3284,286.7423,287.1563,287.5704,287.9845,288.3987,288.813,289.2274,289.6418,290.0562,290.4707,290.8852,291.2998,291.7144,290.1859,290.6004,291.0149,291.4295
2023_05_10_12_59_27_618367,,241.6548,50,78.56MHz,8,HIGH2,1nm <0.820nm>,,1,60.63582326,60.74841046,60.78428931,60.87853057,60.82826782,61.07223019,61.05624802,61.20463192,61.25484394,61.33615665,61.4511868,61.56921736,61.65135847,61.76508649,61.86410246,61.95391331,62.06566425,62.19319988,62.26314809,62.37884347,62.46496214,62.61276598,62.66299556,62.81509728,62.91550281,63.04507099,63.17209245,63.30952015,63.43745566,63.60515131,63.7519742,63.92636086,64.05827235,64.22572479,64.34548945,64.48991555,64.58616061,64.71555447,64.80194956,64.91859823,64.97724205,65.05597353,65.11706009,65.20401644,65.25340137,65.33802601,65.38042963,65.45758974,65.51218854,65.59322986,65.63444573,65.70203796,65.75774963,65.84394293,65.91621038,65.98801025,66.04089951,66.10075347,66.12655505,66.19739313,66.24506208,66.32434903,66.36465714,66.42889513,66.47414947,66.57336302,66.63610332,66.74973249,66.82334297,66.92122095,67.0073699,67.12934476,67.22246213,67.3645703,67.48295394,67.64724907,67.77205073,67.89818592,68.02991344,68.19444588,68.35725928,68.55780581,68.75948433,68.96519328,69.22633149,69.53049811,69.87132779,70.2923623,70.6949199,71.08679813,71.45381398,71.78187786,72.08788263,72.3551048,72.45828356,72.48245205,72.70151433,72.83160269,72.89302676,72.88029193,72.78514629,72.68530045,72.52198156,72.34815043,72.13849149,71.94387578,71.72679258,71.57032868,71.44044038,71.32257534,71.23349614,71.13533277,71.0408345,70.98364799,70.94618923,70.93681255,70.92181963,70.93835038,70.95679552,70.97953404,71.12687481,71.27039038,71.41741838,71.56784383,71.70892158,71.82979761,71.96416678,72.06977323,72.16079075,72.28354945,72.36716227,72.48452641,72.52692964,72.56472579,72.61860585,72.65132717,72.70042019,72.75821911,72.79077882,72.82298289,72.78843044,72.75677838,72.73284028,72.65104368,72.55720488,72.44967085,72.3404322,72.19970714,72.04406721,71.87012807,71.69587686,71.53738959,71.3460093,71.18634453,71.0466698,70.9578775,70.83332725,70.74507707,70.68567593,70.67873806,70.66262117,70.72238583,70.78176126,70.88433584,70.95973601,71.05372604,71.12043017,71.23028867,71.34418029,71.43328931,71.49914836,71.54565878,71.59542033,71.59265752,71.54789906,71.47141598,71.37633126,71.26209484,71.14820691,71.04689294,70.92955687,70.80949965,70.70648009,70.61659775,70.50464902,70.40981353,70.34441021,70.29292054,70.25454754,70.29774654,70.3322961,70.38801602,70.42688698,70.50018537,70.56034732,70.62858482,70.69392698,70.76146264,70.79934692,70.88247546,70.92568154,70.96641001,70.98155319,71.01273392,71.06263487,71.07813426,71.11427967,71.13480865,71.16769897,71.14986077,71.16901044,71.16414869,71.18574708,71.20949284,71.23083285,71.25788016,71.28812934,71.34112103,71.37795523,71.40136827,71.44693332,71.50307334,71.5442251,71.60280329,71.64115966,71.7142574,71.76783073,71.83349795,71.86374088,71.9284799,71.96947684,72.0086575,72.03714208,72.09894805,72.12684586,72.16282152,72.16565539,72.21317918,72.25015626,72.25763671,72.27740894,72.30312815,72.32504003,72.33152374,72.37142153,72.39506901,72.4237632,72.46586162,72.49043762,72.50957377,72.53902504,72.57136522,72.61580122,72.66380294,72.71184353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"לא יודע מה זה, זה של אלכס",60.0944681,60.14734532,60.11724929,60.13347764,59.9897151,60.16864664,60.08125005,60.15859287,60.1154198,60.10776825,60.13185753,60.14678015,60.1295073,60.14447838,60.11688345,60.10458971,60.13631138,60.15839156,60.11814342,60.13671604,60.09818482,60.15730431,60.09123891,60.13396355,60.09299687,60.10679048,60.08858019,60.10193915,60.07608285,60.11204338,60.10752383,60.13384208,60.11944366,60.18460438,60.13181702,60.18836474,60.15464544,60.17575066,60.1207435,60.16904831,60.14597265,60.13291067,60.10238782,60.17699368,60.09900125,60.16108838,60.10687197,60.14508423,60.15049273,60.14419562,60.11037455,60.11436241,60.10931593,60.18512462,60.1295073,60.14338764,60.13598761,60.10903087,60.08338075,60.1454477,60.13120932,60.17506886,60.11659889,60.14407443,60.12338262,60.18200222,60.11578576,60.17302281,60.14459956,60.22424405,60.17991936,60.20504706,60.12163692,60.195237,60.1477086,60.17185894,60.12005301,60.17947863,60.14863684,60.14326643,60.18144155,60.20488773,60.16599471,60.16920896,60.15843182,60.16591432,60.1263852,60.15299289,60.16028353,60.19563621,60.1533557,60.18376385,60.12269254,60.14855613,60.16635643,60.16740124,60.13177651,60.1745073,60.17719413,60.13954767,60.13473281,60.15396031,60.12889927,60.19288088,60.12553332,60.16145051,60.14334724,60.1850846,60.16330093,60.15597508,60.15593479,60.1502507,60.19511723,60.17149767,60.16631624,60.14912106,60.15947854,60.16330093,60.10613852,60.18664498,60.1351781,60.15722376,60.17390554,60.20536572,60.15073474,60.20536572,60.15686128,60.19691346,60.14209455,60.1745073,60.16438668,60.14605341,60.15939803,60.17121667,60.18460438,60.18392396,60.17559025,60.19771154,60.16619567,60.18928434,60.17651255,60.17751483,60.13189804,60.19487767,60.18372382,60.16623586,60.1596798,60.18600489,60.18992394,60.18744495,60.13189804,60.17871727,60.15537074,60.18100097,60.16092742,60.17643236,60.15814997,60.12760187,60.18760493,60.19363977,60.150049,60.20847138,60.16293896,60.19539669,60.18580485,60.22408542,60.20333389,60.19926739,60.18876459,60.21153504,60.17278203,60.23995966,60.21300642,60.17458752,60.17157796,60.17310306,60.20604278,60.21555034,60.19743223,60.20317449,60.17302281,60.1691688,60.14621492,60.21193276,60.22309383,60.18772491,60.17931836,60.16563295,60.20030431,60.19862916,60.17021293,60.24501455,60.1413266,60.22959453,60.14581113,60.20229769,60.18888454,60.21757646,60.17623187,60.22051464,60.18804484,60.21864873,60.17029324,60.20217812,60.21602716,60.19898818,60.16434648,60.20436984,60.21741758,60.2190855,60.14758751,60.20835197,60.20735678,60.21686147,60.12054043,60.17623187,60.15758621,60.19216181,60.14936315,60.17763509,60.16237582,60.21332449,60.16177238,60.17791568,60.15488722,60.19515715,60.15142038,60.18031999,60.16555256,60.17615167,60.1619333,60.19723271,60.1533557,60.18396399,60.15162201,60.1678432,60.13760618,60.16732088,60.16623586,60.19834991,60.21443756,60.15307352,60.13643278,60.19807063,60.15073474,60.17959884,60.14956488,60.1600823,60.15541104,60.16330093,60.1674816,60.20022456,60.16551236,60.16466813,60.15621678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Dark Average [dBm]:,1021.990385,1034.509615,1027.365385,1031.211538,997.6346154,1039.596154,1018.884615,1037.192308,1026.932692,1025.125,1030.826923,1034.375,1030.269231,1033.826923,1027.278846,1024.375,1031.884615,1037.144231,1027.576923,1031.980769,1022.865385,1036.884615,1021.230769,1031.326923,1021.644231,1024.894231,1020.605769,1023.75,1017.673077,1026.134615,1025.067308,1031.298077,1027.884615,1043.423077,1030.817308,1044.326923,1036.25,1041.298077,1028.192308,1039.692308,1034.182692,1031.076923,1023.855769,1041.596154,1023.057692,1037.788462,1024.913462,1033.971154,1035.259615,1033.759615,1025.740385,1026.682692,1025.490385,1043.548077,1030.269231,1033.567308,1031.807692,1025.423077,1019.384615,1034.057692,1030.673077,1041.134615,1027.211538,1033.730769,1028.817308,1042.798077,1027.019231,1040.644231,1033.855769,1052.990385,1042.298077,1048.346154,1028.403846,1045.980769,1034.596154,1040.365385,1028.028846,1042.192308,1034.817308,1033.538462,1042.663462,1048.307692,1038.961538,1039.730769,1037.153846,1038.942308,1029.528846,1035.855769,1037.596154,1046.076923,1035.942308,1043.221154,1028.653846,1034.798077,1039.048077,1039.298077,1030.807692,1041,1041.644231,1032.653846,1031.509615,1036.086538,1030.125,1045.413462,1029.326923,1037.875,1033.557692,1043.538462,1038.317308,1036.567308,1036.557692,1035.201923,1045.951923,1040.278846,1039.038462,1034.932692,1037.403846,1038.317308,1024.740385,1043.913462,1031.615385,1036.865385,1040.855769,1048.423077,1035.317308,1048.423077,1036.778846,1046.384615,1033.259615,1041,1038.576923,1034.201923,1037.384615,1040.211538,1043.423077,1043.259615,1041.259615,1046.576923,1039.009615,1044.548077,1041.480769,1041.721154,1030.836538,1045.894231,1043.211538,1039.019231,1037.451923,1043.759615,1044.701923,1044.105769,1030.836538,1042.009615,1036.423077,1042.557692,1037.75,1041.461538,1037.086538,1029.817308,1044.144231,1045.596154,1035.153846,1049.173077,1038.230769,1046.019231,1043.711538,1052.951923,1047.932692,1046.951923,1044.423077,1049.913462,1040.586538,1056.807692,1050.269231,1041.019231,1040.298077,1040.663462,1048.586538,1050.884615,1046.509615,1047.894231,1040.644231,1039.721154,1034.240385,1050.009615,1052.711538,1044.173077,1042.153846,1038.875,1047.201923,1046.798077,1039.971154,1058.038462,1033.076923,1054.288462,1034.144231,1047.682692,1044.451923,1051.375,1041.413462,1052.086538,1044.25,1051.634615,1039.990385,1047.653846,1051,1046.884615,1038.567308,1048.182692,1051.336538,1051.740385,1034.567308,1049.144231,1048.903846,1051.201923,1028.144231,1041.413462,1036.951923,1045.240385,1034.990385,1041.75,1038.096154,1050.346154,1037.951923,1041.817308,1036.307692,1045.961538,1035.480769,1042.394231,1038.855769,1041.394231,1037.990385,1046.461538,1035.942308,1043.269231,1035.528846,1039.403846,1032.192308,1039.278846,1039.019231,1046.730769,1050.615385,1035.875,1031.913462,1046.663462,1035.317308,1042.221154,1035.038462,1037.548077,1036.432692,1038.317308,1039.317308,1047.182692,1038.846154,1038.644231,1036.625
,,,,,,,,,"Empty, clean [dBm]:",60.63582326,60.74841046,60.78428931,60.87853057,60.82826782,61.07223019,61.05624802,61.20463192,61.25484394,61.33615665,61.4511868,61.56921736,61.65135847,61.76508649,61.86410246,61.95391331,62.06566425,62.19319988,62.26314809,62.37884347,62.46496214,62.61276598,62.66299556,62.81509728,62.91550281,63.04507099,63.17209245,63.30952015,63.43745566,63.60515131,63.7519742,63.92636086,64.05827235,64.22572479,64.34548945,64.48991555,64.58616061,64.71555447,64.80194956,64.91859823,64.97724205,65.05597353,65.11706009,65.20401644,65.25340137,65.33802601,65.38042963,65.45758974,65.51218854,65.59322986,65.63444573,65.70203796,65.75774963,65.84394293,65.91621038,65.98801025,66.04089951,66.10075347,66.12655505,66.19739313,66.24506208,66.32434903,66.36465714,66.42889513,66.47414947,66.57336302,66.63610332,66.74973249,66.82334297,66.92122095,67.0073699,67.12934476,67.22246213,67.3645703,67.48295394,67.64724907,67.77205073,67.89818592,68.02991344,68.19444588,68.35725928,68.55780581,68.75948433,68.96519328,69.22633149,69.53049811,69.87132779,70.2923623,70.6949199,71.08679813,71.45381398,71.78187786,72.08788263,72.3551048,72.45828356,72.48245205,72.70151433,72.83160269,72.89302676,72.88029193,72.78514629,72.68530045,72.52198156,72.34815043,72.13849149,71.94387578,71.72679258,71.57032868,71.44044038,71.32257534,71.23349614,71.13533277,71.0408345,70.98364799,70.94618923,70.93681255,70.92181963,70.93835038,70.95679552,70.97953404,71.12687481,71.27039038,71.41741838,71.56784383,71.70892158,71.82979761,71.96416678,72.06977323,72.16079075,72.28354945,72.36716227,72.48452641,72.52692964,72.56472579,72.61860585,72.65132717,72.70042019,72.75821911,72.79077882,72.82298289,72.78843044,72.75677838,72.73284028,72.65104368,72.55720488,72.44967085,72.3404322,72.19970714,72.04406721,71.87012807,71.69587686,71.53738959,71.3460093,71.18634453,71.0466698,70.9578775,70.83332725,70.74507707,70.68567593,70.67873806,70.66262117,70.72238583,70.78176126,70.88433584,70.95973601,71.05372604,71.12043017,71.23028867,71.34418029,71.43328931,71.49914836,71.54565878,71.59542033,71.59265752,71.54789906,71.47141598,71.37633126,71.26209484,71.14820691,71.04689294,70.92955687,70.80949965,70.70648009,70.61659775,70.50464902,70.40981353,70.34441021,70.29292054,70.25454754,70.29774654,70.3322961,70.38801602,70.42688698,70.50018537,70.56034732,70.62858482,70.69392698,70.76146264,70.79934692,70.88247546,70.92568154,70.96641001,70.98155319,71.01273392,71.06263487,71.07813426,71.11427967,71.13480865,71.16769897,71.14986077,71.16901044,71.16414869,71.18574708,71.20949284,71.23083285,71.25788016,71.28812934,71.34112103,71.37795523,71.40136827,71.44693332,71.50307334,71.5442251,71.60280329,71.64115966,71.7142574,71.76783073,71.83349795,71.86374088,71.9284799,71.96947684,72.0086575,72.03714208,72.09894805,72.12684586,72.16282152,72.16565539,72.21317918,72.25015626,72.25763671,72.27740894,72.30312815,72.32504003,72.33152374,72.37142153,72.39506901,72.4237632,72.46586162,72.49043762,72.50957377,72.53902504,72.57136522,72.61580122,72.66380294,72.71184353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Clean Average [dBm]:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
